country,year,usage_of_improved_drinking_water_sources,usage_of_basic_drinking_water_services,usage_of_limited_drinking_water_services,usage_of_unimproved_drinking_water_sources,no_usage_of_drinking_water_facilities,usage_of_safely_managed_drinking_water_services,usage_of_improved_sanitation_facilities,usage_of_basic_sanitation_services,usage_of_limited_sanitation_services,usage_of_unimproved_sanitation_facilities,open_defecation_(no_use_of_any_sanitation_facilities),usage_of_safely_managed_sanitation_services,access_to_basic_handwashing_facilities,access_to_limited_handwashing_facilities,no_handwashing_facilities,number_using_improved_drinking_water_sources,number_using_basic_drinking_water_services,number_using_limited_drinking_water_services,number_using_unimproved_drinking_water_sources,number_with_not_using_drinking_water_facilities,number_using_safely_managed_drinking_water_services,number_using_improved_sanitation_facilities,number_using_basic_sanitation_services,number_using_limited_sanitation_services,number_using_unimproved_sanitation_facilities,number_practicing_open_defecation_(no_use_of_any_sanitation_facilities),number_using_sanitation_with_off-site_wastewater_treatment,number_with_access_to_basic_handwashing_facilities,number_with_access_to_limited_handwashing_facilities,number_with_no_handwashing_facilities,rural_usage,rural_usage.1,rural_usage.2,rural_usage.3,rural_usage.4,rural_usage.5,rural_usage.6,rural_usage.7,rural_usage.8,rural_usage.9,rural_usage.10,rural_usage.11,rural_usage.12,rural_usage.13,rural_usage.14,rural_usage_(number_of_people),rural_usage_(number_of_people).1,rural_usage_(number_of_people).2,rural_usage_(number_of_people).3,rural_usage_(number_of_people).4,rural_usage_(number_of_people).5,rural_usage_(number_of_people).6,rural_usage_(number_of_people).7,rural_usage_(number_of_people).8,rural_usage_(number_of_people).9,rural_usage_(number_of_people).10,rural_usage_(number_of_people).11,rural_usage_(number_of_people).12,rural_usage_(number_of_people).13,rural_usage_(number_of_people).14,urban_usage,urban_usage.1,urban_usage.2,urban_usage.3,urban_usage.4,urban_usage.5,urban_usage.6,urban_usage.7,urban_usage.8,urban_usage.9,urban_usage.10,urban_usage.11,urban_usage.12,urban_usage.13,urban_usage.14,urban_usage_(number_of_people),urban_usage_(number_of_people).1,urban_usage_(number_of_people).2,urban_usage_(number_of_people).3,urban_usage_(number_of_people).4,urban_usage_(number_of_people).5,urban_usage_(number_of_people).6,urban_usage_(number_of_people).7,urban_usage_(number_of_people).8,urban_usage_(number_of_people).9,urban_usage_(number_of_people).10,urban_usage_(number_of_people).11,urban_usage_(number_of_people).12,urban_usage_(number_of_people).13,urban_usage_(number_of_people).14,hyg_bas_number_without_rural,hyg_bas_number_without,hyg_bas_number_without_urban,hyg_bas_without_rural,hyg_bas_without,hyg_bas_without_urban,san_basal_rural,san_basal,san_basal_urban,san_basal_number_rural,san_basal_number,san_basal_number_urban,san_fst_sm_rural,san_fst_sm,san_fst_sm_urban,san_fst_sm_number_rural,san_fst_sm_number,san_fst_sm_number_urban,san_imp_number_without_rural,san_imp_number_without,san_imp_number_without_urban,san_imp_without_rural,san_imp_without,san_imp_without_urban,san_othimp_rural,san_othimp,san_othimp_urban,san_othimp_number_rural,san_othimp_number,san_othimp_number_urban,san_sdo_sm_rural,san_sdo_sm,san_sdo_sm_urban,san_sdo_sm_number_rural,san_sdo_sm_number,san_sdo_sm_number_urban,san_sep_rural,san_sep,san_sep_urban,san_sep_number_rural,san_sep_number,san_sep_number_urban,san_sew_rural,san_sew,san_sew_urban,san_sew_number_rural,san_sew_number,san_sew_number_urban,san_sew_sm_rural,san_sew_sm,san_sew_sm_urban,san_sew_sm_number_rural,san_sew_sm_number,san_sew_sm_number_urban,san_sm_number_without_rural,san_sm_number_without,san_sm_number_without_urban,san_sm_without_rural,san_sm_without,san_sm_without_urban,wat_basal_rural,wat_basal,wat_basal_urban,wat_basal_number_rural,wat_basal_number,wat_basal_number_urban,wat_basal_number_without_rural,wat_basal_number_without,wat_basal_number_without_urban,wat_basal_without_rural,wat_basal_without,wat_basal_without_urban,wat_imp_av_rural,wat_imp_av,wat_imp_av_urban,wat_imp_av_number_rural,wat_imp_av_number,wat_imp_av_number_urban,wat_imp_npip_rural,wat_imp_npip,wat_imp_npip_urban,wat_imp_npip_number_rural,wat_imp_npip_number,wat_imp_npip_number_urban,wat_imp_number_without_rural,wat_imp_number_without,wat_imp_number_without_urban,wat_imp_prem_rural,wat_imp_prem,wat_imp_prem_urban,wat_imp_prem_number_rural,wat_imp_prem_number,wat_imp_prem_number_urban,wat_imp_qual_rural,wat_imp_qual,wat_imp_qual_urban,wat_imp_qual_number_rural,wat_imp_qual_number,wat_imp_qual_number_urban,wat_imp_without_rural,wat_imp_without,wat_imp_without_urban,wat_pip_rural,wat_pip,wat_pip_urban,wat_pip_number_rural,wat_pip_number,wat_pip_number_urban,wat_sm_number_without_rural,wat_sm_number_without,wat_sm_number_without_urban,wat_sm_without_rural,wat_sm_without,wat_sm_without_urban
Ethiopia,2020,75.0,36.0,26.0,18.0,7.0,12.0,17.0,2.0,8.0,63.0,20.351295,6.925458,8.172692,53.698547,38.12876,87746330.0,42562740.0,30726678.0,21500856.0,7943731.5,14456910.0,19964568.0,2376725.0,9471834.0,73376480.0,23849868.0,8116007.0,9577653.0,62929816.0,44683444.0,68.84309,34.10406,29.596104,22.930387,8.226529,5.1429195,7.8109593,1.2850546,2.433216,67.354034,24.835009,4.092689,4.8251433,52.08934,43.085518,63174780.0,31296050.0,27159260.0,21042378.0,7549184.5,4719469.5,7167831.5,1179247.0,2232873.2,61808336.0,22790180.0,3755711.0,4427858.0,47800484.0,39538004.0,96.644875,44.314175,14.031374,1.8032913,1.5518306,38.29933,50.332157,4.7099223,28.472303,45.499866,4.167974,17.149933,20.25519,59.50675,20.23806,24571542.0,11266688.0,3567416.5,458479.06,394546.25,9737440.0,12796734.0,1197477.0,7238960.5,11568145.0,1059689.4,4360296.0,5149794.0,15129334.0,5145439.0,87338490.0,107613260.0,20274774.0,95.17486,91.82731,79.74481,5.3777432,8.953538,21.859854,4934958.5,10492733.0,5557773.5,0.0,0.0,0.0,0.0,0.0,0.0,84598510.0,97226344.0,12627835.0,92.18904,82.964066,49.667843,7.41125,14.367085,39.47318,6801033.5,16836920.0,10035885.0,3.998245,6.736863,16.621513,3669043.2,7894992.0,4225948.0,0.12535734,1.9260991,8.425619,115035.85,2257213.2,2142177.5,0.2743519,0.7427489,2.4333608,251762.7,870434.25,618671.44,0.09444384,0.18859471,0.5284188,86667.664,221015.88,134348.19,88010630.0,109074900.0,21064272.0,95.90731,93.07454,82.85007,39.24698,48.655346,82.6135,36015516.0,57019644.0,21004126.0,55750828.0,60171270.0,4420442.0,60.75302,51.344654,17.386497,62.000603,62.73748,65.397125,56895690.0,73522630.0,16626937.0,39.486652,33.39136,11.391288,36235456.0,39131644.0,2896185.8,28591560.0,29444584.0,853026.1,5.1429195,20.007315,73.658226,4719469.5,23446756.0,18727286.0,8.626892,15.064328,38.29933,7916584.0,17654024.0,9737440.0,31.156914,25.125313,3.3551254,29.356432,41.483322,85.25359,26939324.0,48614684.0,21675358.0,87046870.0,102734000.0,15687128.0,94.85708,87.663795,61.70067
Ethiopia,2021,77.0,37.0,27.0,17.0,6.0,13.0,18.0,2.0,8.0,65.0,17.72554,7.155423,8.246602,53.734077,38.01932,92863360.0,44698430.0,32670640.0,20672236.0,6747436.5,15494273.0,21189420.0,2525170.0,10057491.0,77772790.0,21320816.0,8606759.0,9919262.0,64632972.0,45730788.0,71.56413,35.071545,30.893032,21.63102,6.80485,5.599556,8.160356,1.32271,2.6135056,69.99868,21.840961,4.22414,4.8251433,52.08934,43.085518,66992236.0,32830990.0,28919420.0,20249116.0,6370120.0,5241826.5,7639029.0,1238208.0,2446541.0,65526790.0,20445644.0,3954279.0,4516887.0,48761596.0,40332988.0,96.9989,44.494766,14.064506,1.5864233,1.4146785,38.439625,50.804653,4.8252225,28.53583,45.91406,3.2812905,17.4436,20.25519,59.50675,20.23806,25871118.0,11867448.0,3751223.0,423123.8,377316.78,10252447.0,13550392.0,1286962.0,7610951.0,12245995.0,875171.3,4652480.0,5402375.0,15871378.0,5397806.0,89094584.0,110363750.0,21269184.0,95.17486,91.753395,79.74481,5.54685,9.25478,22.268822,5192488.0,11131929.0,5939441.5,0.0,0.0,0.0,0.0,0.0,0.0,85972440.0,99093600.0,13121166.0,91.839645,82.3837,49.195347,7.7817965,14.866958,39.734356,7284653.5,17882426.0,10597772.0,4.1338964,6.9681673,16.915852,3869801.2,8381522.5,4511721.5,0.11303175,2.0087385,8.662265,105810.69,2416171.5,2310361.0,0.26552764,0.740606,2.4080296,248564.31,890823.3,642259.0,0.090243734,0.18725567,0.5277468,84478.484,225236.77,140758.3,89657190.0,111676264.0,22019078.0,95.77586,92.844574,82.5564,40.6711,50.042564,82.934395,38072816.0,60192708.0,22119896.0,55538656.0,60090316.0,4551663.0,59.3289,49.957436,17.065605,64.22696,64.903046,67.27596,60123800.0,78067340.0,17943548.0,40.896034,34.42417,11.70931,38283380.0,41406430.0,3123055.2,26619234.0,27419668.0,800439.8,5.599556,21.163385,75.78909,5241826.5,25455960.0,20214132.0,8.967873,15.502939,38.439625,8394957.0,18647404.0,10252447.0,28.435867,22.79596,3.0010986,30.668097,42.779865,85.28959,28708856.0,51456916.0,22748064.0,88369640.0,104788744.0,16419111.0,94.400444,87.118484,61.560375
Ethiopia,2022,80.0,38.0,28.0,16.0,4.0,13.0,18.0,2.0,8.0,65.0,17.635155,7.219802,8.321746,53.7702,37.908054,98102536.0,47223744.0,34545880.0,19783540.0,5493850.0,16332908.0,21991214.0,2611230.0,10472196.0,79630460.0,21758240.0,8907786.0,10267363.0,66341628.0,46770930.0,74.28518,36.405052,32.06766,20.33165,5.3831716,5.812465,8.160356,1.32271,2.6135056,69.99868,21.840961,4.22414,4.8251433,52.08934,43.085518,70883510.0,34737988.0,30599220.0,19400622.0,5136665.0,5546300.5,7786676.5,1262140.0,2493827.8,66793300.0,20840820.0,4030708.0,4604190.0,49704064.0,41112544.0,97.35292,44.65716,14.115837,1.3695554,1.2775261,38.57992,50.804653,4.8252225,28.53583,45.91406,3.2812905,17.4436,20.25519,59.50675,20.23806,27219026.0,12485752.0,3946664.5,382915.7,357185.12,10786609.0,14204536.0,1349090.0,7978368.5,12837169.0,917420.1,4877078.0,5663174.0,16637567.0,5658384.0,90816610.0,113112560.0,22295952.0,95.17486,91.67825,79.74481,5.54685,9.336216,22.268822,5292849.0,11519016.0,6226167.5,0.0,0.0,0.0,0.0,0.0,0.0,87634120.0,101388700.0,13754588.0,91.839645,82.17602,49.195347,7.7817965,15.022566,39.734356,7425452.0,18534830.0,11109378.0,4.1338964,7.0304155,16.915852,3944597.0,8674121.0,4729524.0,0.11303175,2.0503733,8.662265,107855.805,2529749.0,2421893.5,0.26552764,0.75104004,2.4080296,253368.58,926632.6,673264.0,0.090243734,0.18938631,0.5277468,86111.3,233664.67,147553.39,91390100.0,114472136.0,23082046.0,95.77586,92.7802,82.5564,42.217518,51.51296,83.23708,40284292.0,63556644.0,23272360.0,55136504.0,59823270.0,4686765.0,57.782482,48.48704,16.762917,66.66903,66.86221,67.52151,63616120.0,82494540.0,18878422.0,42.30542,35.4441,12.027331,40368170.0,43730900.0,3362736.8,24537286.0,25277390.0,740100.25,5.812465,21.732552,76.065704,5546300.5,26813604.0,21267306.0,9.308854,15.94197,38.57992,8882582.0,19669190.0,10786609.0,25.71482,20.487442,2.6470795,31.97976,44.06846,85.325584,30515342.0,54371628.0,23856288.0,89874504.0,107047010.0,17172516.0,94.18754,86.7621,61.42008
Fiji,2017,96.0,54.0,1.0,2.0,2.0,41.0,99.0,45.0,5.0,1.0,0.12805265,48.71531,86.255226,11.24723,2.4975462,883056.25,497089.53,7108.907,18064.613,17898.11,378857.84,907004.94,409293.0,50008.953,10837.223,1176.8281,447702.0,792701.0,103364.0,22952.0,92.4447,64.135956,1.266474,3.3480997,4.2071958,27.042276,97.62533,36.127457,5.532077,2.153789,0.22088508,55.96579,80.131454,16.175957,3.6925898,376009.03,260866.22,5151.249,13618.041,17112.322,109991.59,397080.7,146944.0,22501.137,8760.309,898.4267,227634.0,325926.0,65793.0,15019.0,98.97861,46.112186,0.3821465,0.8679995,0.15339033,52.48428,99.54023,51.211964,5.3696885,0.40542823,0.054345608,42.958576,91.11737,7.3339224,1.5487087,507047.22,236223.33,1957.6587,4446.5845,785.78735,268866.25,509924.28,262348.0,27507.818,2076.926,278.40146,220068.0,466775.0,37570.0,7933.0,80813.2,126317.086,45503.9,19.868546,13.744774,8.882629,92.09325,93.251175,94.17054,374579.53,856996.0,482416.47,0.0,0.0,0.0,0.0,0.0,0.0,9658.727,12014.024,2355.309,2.374672,1.3072662,0.4597702,25.77222,14.301976,5.1948395,104825.77,131437.88,26612.104,54.447525,38.743427,26.274698,221459.55,356059.44,134599.92,68.63417,63.305683,59.074974,279162.22,581791.25,302629.03,3.2189353,21.085072,35.270416,13092.679,193775.81,180683.16,1.5182649,9.971881,16.683878,6175.382,91643.48,85468.1,179104.48,471316.03,292211.6,44.03421,51.28469,57.041424,91.17823,95.3133,98.596466,370857.8,875947.3,505089.6,35881.613,43071.652,7190.018,8.82177,4.686699,1.4035339,51.775875,52.170753,52.48428,210592.88,479459.12,268866.25,17.685867,8.369355,0.97223747,71935.4,76915.96,4980.574,30730.373,35962.703,5232.387,88.39021,93.89299,98.262085,359517.84,862894.44,503376.62,27.042276,60.086197,86.32238,109991.59,552203.56,442211.94,7.555298,3.9131622,1.0213928,74.758835,87.71748,98.00637,304073.62,806140.3,502066.62,296747.8,540161.1,243413.34,72.957726,58.77584,47.51572
Fiji,2018,96.0,54.0,1.0,2.0,2.0,41.0,99.0,44.0,6.0,1.0,0.10620577,48.996536,86.310814,11.20249,2.486696,883313.4,496205.66,7066.5703,18026.377,17656.232,380041.12,912046.25,408856.0,52914.062,5973.6606,976.02673,450276.0,793192.0,102950.0,22852.0,92.420906,64.11944,1.2661479,3.37971,4.199387,27.035315,98.60172,36.051723,5.848528,1.223241,0.1750365,56.701473,80.131454,16.175957,3.6925898,371605.22,257810.9,5090.9165,13589.109,16884.861,108703.37,396456.97,144956.0,23515.713,4918.397,703.7853,227984.0,322191.0,65040.0,14847.0,98.992355,46.118587,0.3821996,0.8584168,0.14922576,52.49157,99.74318,51.052616,5.687249,0.20415196,0.052666392,43.003315,91.11737,7.3339224,1.5487087,511708.2,238394.75,1975.654,4437.3013,771.3731,271337.78,515589.34,263899.0,29398.35,1055.2959,272.24146,222291.0,471001.0,37910.0,8005.0,79887.28,125803.06,45915.81,19.868546,13.689186,8.882629,92.7532,93.48596,94.05593,372941.28,859132.25,486190.97,0.0,0.0,0.0,0.0,0.0,0.0,5622.1816,6949.6826,1327.5494,1.3982773,0.7562256,0.25682068,26.748617,14.739207,5.3977947,107550.625,135452.73,27902.111,55.18747,38.980274,26.37365,221897.31,358227.16,136329.84,68.63417,63.257317,59.074974,275963.7,581332.2,305368.5,3.2189353,21.247252,35.270416,12942.669,195261.39,182318.73,1.5140026,10.016261,16.629667,6087.489,92049.04,85961.555,174094.36,468719.75,294625.47,43.298527,51.003464,56.996685,91.154755,95.348274,98.61016,366514.28,876246.8,509732.56,35564.887,42749.17,7184.313,8.845245,4.651726,1.3898392,51.762547,52.172607,52.49157,208126.4,479464.16,271337.78,17.305986,8.086434,0.9150866,69583.766,74314.0,4730.2373,30473.959,35682.613,5208.685,88.367455,93.94067,98.275734,355307.12,863310.94,508003.84,27.035315,60.38985,86.33437,108703.37,554980.3,446276.94,7.579094,3.882782,1.0076447,75.114914,88.030785,98.07727,302021.4,808999.4,506977.97,293375.8,538954.8,245579.1,72.96468,58.64605,47.50843
Fiji,2019,96.0,54.0,1.0,2.0,2.0,41.0,100.0,44.0,6.0,0.0,0.084809005,49.268486,86.36596,11.158102,2.4759376,883083.06,495056.78,7020.713,17975.37,17406.564,381005.62,916508.44,408179.0,55815.375,1177.6747,778.94104,452513.0,793241.0,102483.0,22740.0,92.3971,64.10293,1.2658218,3.4113202,4.1915784,27.02835,99.57812,35.97584,6.1701503,0.29269293,0.12918793,57.43213,80.131454,16.175957,3.6925898,367034.66,254639.98,5028.3013,13550.996,16650.463,107366.375,395560.25,142909.0,24510.064,1162.682,513.1811,228141.0,318311.0,64256.0,14668.0,99.0061,46.124992,0.38225266,0.8488341,0.14506118,52.49886,99.94614,50.893223,6.0060577,0.0028756866,0.05098718,43.046856,91.11737,7.3339224,1.5487087,516048.4,240416.78,1992.4113,4424.3687,756.1007,273639.22,520948.12,265270.0,31305.307,14.988909,265.75992,224372.0,474930.0,38226.0,8072.0,78925.04,125223.9,46298.83,19.868546,13.634041,8.882629,93.40797,93.70994,93.94008,371050.16,860693.0,489642.8,0.0,0.0,0.0,0.0,0.0,0.0,1675.8701,1956.5873,280.75226,0.42188263,0.21302795,0.053863525,27.725014,15.169494,5.6007504,110133.766,139326.5,29192.729,55.92239,39.20895,26.4714,222143.92,360120.47,137976.58,68.63417,63.209324,59.074974,272639.72,580555.56,307915.8,3.2189353,21.40815,35.270416,12786.774,196626.36,183839.6,1.5097404,10.059534,16.575457,5997.234,92393.305,86396.07,169094.95,465951.22,296856.25,42.56787,50.731514,56.953144,91.13128,95.383316,98.623856,362006.38,876062.4,514056.0,35229.76,42402.63,7172.8623,8.868721,4.616684,1.3761444,51.749214,52.174637,52.49886,205566.56,479205.8,273639.22,16.926107,7.80742,0.8579357,67236.61,71708.414,4471.809,30201.453,35381.91,5180.4756,88.344696,93.988304,98.28938,350937.03,863249.7,512312.66,27.02835,60.691322,86.34636,107366.375,557428.56,450062.16,7.6028976,3.8522873,0.9938965,75.47099,88.340294,98.14817,299798.06,811374.7,511576.62,289869.75,537459.44,247589.67,72.97165,58.517136,47.50114
Fiji,2020,96.0,54.0,1.0,2.0,2.0,42.0,100.0,44.0,6.0,0.0,0.0,49.23889,86.42056,11.114157,2.4652824,885245.8,495257.97,6994.2495,17970.342,17205.873,382993.56,920422.0,408507.0,58708.57,0.0029296875,0.0,453205.0,795433.0,102297.0,22691.0,92.3733,64.08642,1.2654958,3.4429302,4.18377,27.021389,100.0,35.88531,6.4611163,0.0,0.0,57.653576,80.131454,16.175957,3.6925898,363496.3,252185.19,4979.827,13548.205,16463.47,106331.33,393508.0,141211.0,25425.01,0.0,0.0,226871.0,315323.0,63653.0,14530.0,99.01985,46.131397,0.38230574,0.8392514,0.14089659,52.50615,100.0,50.728638,6.3166966,0.0,0.0,42.954666,91.11737,7.3339224,1.5487087,521749.44,243072.78,2014.4225,4422.133,742.4039,276662.25,526914.0,267296.0,33283.56,0.0,0.0,226334.0,480110.0,38643.0,8160.0,78184.31,124988.125,46803.816,19.868546,13.579437,8.882629,93.53889,93.62156,93.683304,368083.0,861713.44,493630.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.146894,15.270738,5.654613,110760.29,140555.23,29794.947,56.148098,39.137337,26.433422,220947.27,360228.66,139281.4,68.63417,63.161816,59.074974,270080.94,581355.25,311274.3,3.2189353,21.567446,35.270416,12666.769,198511.52,185844.77,1.505478,10.101554,16.521244,5924.1763,92976.92,87052.75,166636.56,467216.4,300579.84,42.346424,50.76111,57.045334,91.1078,95.41836,98.63754,358516.5,878251.56,519735.03,34991.504,42170.44,7178.9785,8.892197,4.581642,1.3624573,51.73588,52.176838,52.50615,203584.84,480247.1,276662.25,16.546227,7.532433,0.8007849,65110.727,69330.164,4219.4478,30011.68,35176.2,5164.5386,88.32194,94.03581,98.303024,347553.88,865526.3,517972.4,27.021389,60.99002,86.35835,106331.33,561365.56,455034.25,7.6267014,3.8217468,0.9801483,75.82707,88.64582,98.21907,298385.6,815915.6,517530.03,287176.66,537428.44,250251.75,72.97861,58.38935,47.49385
Fiji,2021,96.0,54.0,1.0,2.0,2.0,42.0,100.0,44.0,7.0,0.0,0.0,49.016064,86.474724,11.070565,2.4547143,889557.06,496662.66,6984.8237,18005.791,17047.129,385909.62,924610.0,409757.0,61645.016,0.014648437,0.0,453207.0,799553.0,102359.0,22696.0,92.349495,64.0699,1.2651696,3.4745405,4.1759615,27.014425,100.0,35.78371,6.725941,0.0,0.0,57.490345,80.131454,16.175957,3.6925898,360846.56,250346.84,4943.526,13576.426,16317.159,105556.21,390740.2,139821.0,26280.953,0.0,0.0,224637.0,313105.0,63205.0,14428.0,99.0336,46.137802,0.38235882,0.8296687,0.13673201,52.51344,100.0,50.56218,6.624099,0.0,0.0,42.81372,91.11737,7.3339224,1.5487087,528710.5,246315.8,2041.2983,4429.3506,729.9709,280353.4,533869.8,269936.0,35364.062,0.0,0.0,228569.0,486448.0,39153.0,8268.0,77634.39,125056.055,47421.676,19.868546,13.525276,8.882629,93.274055,93.33286,93.3759,364459.22,862965.0,498505.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.146894,15.159851,5.654613,109981.23,140169.5,30188.271,55.989132,38.873585,26.346687,218772.05,359429.06,140657.0,68.63417,63.11469,59.074974,268181.28,583564.75,315383.44,3.2189353,21.72546,35.270416,12577.674,200875.77,188298.11,1.5012158,10.142479,16.467033,5865.853,93778.375,87912.52,166102.3,471402.56,305300.28,42.509655,50.983936,57.18628,91.08433,95.45346,98.65124,355903.06,882572.2,526669.2,34837.113,42037.758,7200.6357,8.915672,4.5465393,1.3487625,51.722553,52.17921,52.51344,202100.78,482454.2,280353.4,16.166346,7.2612715,0.743634,63168.406,67138.445,3970.0374,29893.596,35052.957,5159.319,88.29918,94.08328,98.31667,345020.38,869903.44,524883.06,27.014425,61.28653,86.37034,105556.21,566661.4,461105.16,7.650505,3.7911072,0.96640015,76.18315,88.947624,98.28996,297678.2,822418.6,524740.44,285183.94,538700.4,253516.42,72.98557,58.262444,47.48656
Fiji,2022,96.0,54.0,1.0,2.0,2.0,42.0,100.0,44.0,7.0,0.0,0.0,48.79404,86.52844,11.0273285,2.44423,894803.5,498587.44,6982.658,18056.828,16905.674,389233.34,929766.0,411418.0,64676.902,0.0087890625,0.0,453670.0,804512.0,102528.0,22725.0,92.3257,64.05339,1.2648436,3.5061507,4.168153,27.007463,100.0,35.682114,6.9907665,0.0,0.0,57.327118,80.131454,16.175957,3.6925898,358567.7,248765.8,4912.3057,13616.928,16187.962,104889.58,388372.56,138579.0,27150.219,0.0,0.0,222642.0,311208.0,62822.0,14341.0,99.04735,46.144207,0.3824119,0.82008594,0.13256744,52.520725,100.0,50.395725,6.9315004,0.0,0.0,42.672775,91.11737,7.3339224,1.5487087,536235.9,249821.72,2070.353,4439.8916,717.71136,284343.78,541393.44,272839.0,37526.688,0.0,0.0,231027.0,493303.0,39705.0,8384.0,77163.98,125253.96,48089.973,19.868546,13.471558,8.882629,93.00923,93.04374,93.0685,361222.34,865089.06,503866.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.146894,15.049864,5.654613,109314.82,139928.52,30613.703,55.830166,38.611725,26.25995,216829.06,358998.7,142169.64,68.63417,63.067944,59.074974,266556.28,586384.3,319828.03,3.2189353,21.88219,35.270416,12501.462,203453.17,190951.72,1.4969535,10.182315,16.412823,5813.757,94671.7,88857.945,165729.77,476095.56,310365.8,42.672882,51.20596,57.327225,91.06085,95.48863,98.66493,353655.38,887820.8,534165.5,34717.195,41945.164,7227.969,8.939148,4.511368,1.3350677,51.70922,52.18175,52.520725,200824.44,485168.16,284343.78,15.786465,6.9938965,0.68648314,61310.297,65026.87,3716.5747,29804.88,34962.484,5157.595,88.27642,94.13071,98.33032,342841.4,875195.3,532353.94,27.007463,61.580853,86.38233,104889.58,572557.8,467668.25,7.674301,3.760353,0.952652,76.53923,89.24575,98.36086,297257.38,829776.6,532519.25,283483.0,540532.6,257049.67,72.99254,58.136417,47.479275
Gambia,2012,88.0,42.0,8.0,12.0,0.0,38.0,70.0,12.0,24.0,28.0,2.0598197,34.02319,12.8358755,78.60479,8.559339,1814494.2,861177.06,171839.8,245352.12,1167.488,781477.44,1449378.9,255524.0,492631.4,569181.9,42453.17,701222.0,264549.0,1620055.0,176409.0,83.16986,62.40593,13.069687,16.75172,0.07841999,7.6942444,54.026543,1.7121454,13.934167,41.814846,4.15861,38.380234,11.934839,80.17472,7.8904366,735281.44,551713.4,115545.43,148097.27,693.2892,68022.66,477633.53,15136.0,123188.06,369673.3,36765.1,339308.0,105512.0,708802.0,69757.0,91.69636,26.293888,4.783104,8.2633505,0.04029077,60.619366,82.56528,20.424814,31.390108,16.951433,0.4832922,30.750353,13.512698,77.425514,9.061789,1079213.0,309463.8,56294.36,97254.84,474.199,713454.8,971745.44,240388.0,369443.34,199508.53,5688.069,361913.0,159036.0,911253.0,106652.0,778559.44,1796464.6,1017905.44,88.06516,87.16412,86.487305,40.092377,46.421204,51.175167,354445.47,956747.44,602302.0,0.0,0.0,0.0,0.0,0.0,0.0,406438.44,611635.0,205196.58,45.973457,29.676414,17.434723,52.008945,50.758347,49.818947,459796.5,1046136.56,586340.1,38.305077,33.11461,29.215738,338644.44,682496.7,343852.3,1.815048,16.650599,27.794474,16046.331,343171.16,327124.84,0.20255,2.9146392,4.951853,1790.6877,60071.12,58280.438,0.075154826,0.9085798,1.5346155,664.4227,18725.957,18061.535,544763.06,1359791.1,815028.2,61.619766,65.97681,69.24965,70.100174,79.70128,86.91325,619736.0,1642654.5,1022918.56,264335.97,418359.47,154023.42,29.899826,20.298721,13.086746,60.77409,67.78196,73.04599,537286.7,1396995.6,859709.0,33.03133,18.457235,7.5097575,292020.72,380406.2,88385.49,148790.53,246519.58,97729.055,7.6942444,37.917133,60.619366,68022.66,781477.44,713454.8,32.395832,52.03757,66.791664,286402.47,1072501.6,786099.2,16.83014,11.961082,8.303642,50.13853,69.58168,84.1866,443260.72,1434088.1,990827.5,816049.3,1279536.6,463487.22,92.305756,62.082867,39.380634
