country,year,usage_of_improved_drinking_water_sources,usage_of_basic_drinking_water_services,usage_of_limited_drinking_water_services,usage_of_unimproved_drinking_water_sources,no_usage_of_drinking_water_facilities,usage_of_safely_managed_drinking_water_services,usage_of_improved_sanitation_facilities,usage_of_basic_sanitation_services,usage_of_limited_sanitation_services,usage_of_unimproved_sanitation_facilities,open_defecation_(no_use_of_any_sanitation_facilities),usage_of_safely_managed_sanitation_services,access_to_basic_handwashing_facilities,access_to_limited_handwashing_facilities,no_handwashing_facilities,number_using_improved_drinking_water_sources,number_using_basic_drinking_water_services,number_using_limited_drinking_water_services,number_using_unimproved_drinking_water_sources,number_with_not_using_drinking_water_facilities,number_using_safely_managed_drinking_water_services,number_using_improved_sanitation_facilities,number_using_basic_sanitation_services,number_using_limited_sanitation_services,number_using_unimproved_sanitation_facilities,number_practicing_open_defecation_(no_use_of_any_sanitation_facilities),number_using_sanitation_with_off-site_wastewater_treatment,number_with_access_to_basic_handwashing_facilities,number_with_access_to_limited_handwashing_facilities,number_with_no_handwashing_facilities,rural_usage,rural_usage.1,rural_usage.2,rural_usage.3,rural_usage.4,rural_usage.5,rural_usage.6,rural_usage.7,rural_usage.8,rural_usage.9,rural_usage.10,rural_usage.11,rural_usage.12,rural_usage.13,rural_usage.14,rural_usage_(number_of_people),rural_usage_(number_of_people).1,rural_usage_(number_of_people).2,rural_usage_(number_of_people).3,rural_usage_(number_of_people).4,rural_usage_(number_of_people).5,rural_usage_(number_of_people).6,rural_usage_(number_of_people).7,rural_usage_(number_of_people).8,rural_usage_(number_of_people).9,rural_usage_(number_of_people).10,rural_usage_(number_of_people).11,rural_usage_(number_of_people).12,rural_usage_(number_of_people).13,rural_usage_(number_of_people).14,urban_usage,urban_usage.1,urban_usage.2,urban_usage.3,urban_usage.4,urban_usage.5,urban_usage.6,urban_usage.7,urban_usage.8,urban_usage.9,urban_usage.10,urban_usage.11,urban_usage.12,urban_usage.13,urban_usage.14,urban_usage_(number_of_people),urban_usage_(number_of_people).1,urban_usage_(number_of_people).2,urban_usage_(number_of_people).3,urban_usage_(number_of_people).4,urban_usage_(number_of_people).5,urban_usage_(number_of_people).6,urban_usage_(number_of_people).7,urban_usage_(number_of_people).8,urban_usage_(number_of_people).9,urban_usage_(number_of_people).10,urban_usage_(number_of_people).11,urban_usage_(number_of_people).12,urban_usage_(number_of_people).13,urban_usage_(number_of_people).14,hyg_bas_number_without_rural,hyg_bas_number_without,hyg_bas_number_without_urban,hyg_bas_without_rural,hyg_bas_without,hyg_bas_without_urban,san_basal_rural,san_basal,san_basal_urban,san_basal_number_rural,san_basal_number,san_basal_number_urban,san_fst_sm_rural,san_fst_sm,san_fst_sm_urban,san_fst_sm_number_rural,san_fst_sm_number,san_fst_sm_number_urban,san_imp_number_without_rural,san_imp_number_without,san_imp_number_without_urban,san_imp_without_rural,san_imp_without,san_imp_without_urban,san_othimp_rural,san_othimp,san_othimp_urban,san_othimp_number_rural,san_othimp_number,san_othimp_number_urban,san_sdo_sm_rural,san_sdo_sm,san_sdo_sm_urban,san_sdo_sm_number_rural,san_sdo_sm_number,san_sdo_sm_number_urban,san_sep_rural,san_sep,san_sep_urban,san_sep_number_rural,san_sep_number,san_sep_number_urban,san_sew_rural,san_sew,san_sew_urban,san_sew_number_rural,san_sew_number,san_sew_number_urban,san_sew_sm_rural,san_sew_sm,san_sew_sm_urban,san_sew_sm_number_rural,san_sew_sm_number,san_sew_sm_number_urban,san_sm_number_without_rural,san_sm_number_without,san_sm_number_without_urban,san_sm_without_rural,san_sm_without,san_sm_without_urban,wat_basal_rural,wat_basal,wat_basal_urban,wat_basal_number_rural,wat_basal_number,wat_basal_number_urban,wat_basal_number_without_rural,wat_basal_number_without,wat_basal_number_without_urban,wat_basal_without_rural,wat_basal_without,wat_basal_without_urban,wat_imp_av_rural,wat_imp_av,wat_imp_av_urban,wat_imp_av_number_rural,wat_imp_av_number,wat_imp_av_number_urban,wat_imp_npip_rural,wat_imp_npip,wat_imp_npip_urban,wat_imp_npip_number_rural,wat_imp_npip_number,wat_imp_npip_number_urban,wat_imp_number_without_rural,wat_imp_number_without,wat_imp_number_without_urban,wat_imp_prem_rural,wat_imp_prem,wat_imp_prem_urban,wat_imp_prem_number_rural,wat_imp_prem_number,wat_imp_prem_number_urban,wat_imp_qual_rural,wat_imp_qual,wat_imp_qual_urban,wat_imp_qual_number_rural,wat_imp_qual_number,wat_imp_qual_number_urban,wat_imp_without_rural,wat_imp_without,wat_imp_without_urban,wat_pip_rural,wat_pip,wat_pip_urban,wat_pip_number_rural,wat_pip_number,wat_pip_number_urban,wat_sm_number_without_rural,wat_sm_number_without,wat_sm_number_without_urban,wat_sm_without_rural,wat_sm_without,wat_sm_without_urban
Laos,2016,83.0,63.0,3.0,13.0,4.0,16.0,75.0,16.0,3.0,3.0,22.923096,55.815266,54.92112,35.05765,10.021229,5691245.5,4361754.0,205869.23,920173.75,279943.7,1123622.2,5138590.5,1105619.0,186539.0,173058.62,1579713.6,3846432.0,3784813.0,2415950.0,690599.0,76.82537,61.00291,4.5082574,17.404408,5.7702208,11.314203,63.429092,7.798457,2.6326635,3.26276,33.308147,52.99797,45.558746,43.39243,11.048821,3508224.8,2785693.5,205869.23,794771.0,263496.7,516662.28,2896485.0,356115.0,120220.38,148993.69,1521014.1,2420148.0,2080436.0,1981512.0,504543.0,93.898605,67.791336,0.0,5.3939576,0.70743585,26.107267,96.44004,32.2385,2.8525732,1.0351001,2.5248563,61.348972,73.31063,18.686539,8.0028305,2183020.8,1576060.5,0.0,125402.51,16446.965,606960.06,2242105.8,749503.0,66318.625,24064.734,58699.63,1426284.0,1704377.0,434437.0,186055.0,2486056.0,3106549.2,620493.1,54.441254,45.07888,26.68937,60.79643,71.85881,93.58747,2776264.5,4952051.5,2175787.0,0.0,0.0,0.0,0.0,0.0,0.0,1670007.8,1752772.1,82764.43,36.570908,25.434334,3.5599594,53.29532,55.34462,59.369854,2433727.0,3813998.2,1380272.0,52.68321,55.27451,60.364326,2405775.0,3809167.0,1403392.1,9.476991,18.101221,35.04087,432766.1,1247420.9,814654.75,0.65678453,1.119822,2.0293171,29992.018,77170.99,47178.984,0.31476215,0.5407542,0.9846462,14373.59,37265.332,22891.744,2146344.2,3044930.5,898586.2,47.00203,44.184734,38.651028,72.317116,79.59785,93.898605,3302355.8,5485376.5,2183020.8,1264137.0,1405986.4,141849.5,27.682884,20.402153,6.1013947,73.282745,79.67022,92.21646,3346451.0,5490364.0,2143913.0,63.576794,53.732197,34.395515,2903229.8,3702880.8,799651.06,1058267.8,1200117.2,141849.5,59.212147,70.91397,93.898605,2703918.5,4886939.0,2183020.8,11.314203,16.30479,26.107267,516662.28,1123622.2,606960.06,23.17463,17.414803,6.1013947,13.248578,28.852999,59.50309,604995.3,1988364.9,1383369.6,4049830.5,5767740.0,1717910.0,88.6858,83.695206,73.89273
Laos,2017,85.0,65.0,3.0,12.0,3.0,17.0,77.0,17.0,3.0,2.0,20.701176,57.703804,55.096516,34.901512,10.001972,5923109.0,4529011.0,223165.88,873104.8,201703.11,1170932.2,5402290.0,1166974.0,197250.64,146976.19,1448651.1,4038064.0,3855608.0,2442378.0,699929.0,79.24076,62.71188,4.85896,16.606596,4.1526427,11.669922,66.28544,8.1322975,2.8787344,2.881508,30.833052,55.274406,45.558746,43.39243,11.048821,3639427.8,2880277.2,223165.88,762719.9,190725.6,535984.7,3044406.0,373506.0,132216.61,132344.02,1416122.9,2538683.0,2092455.0,1992959.0,507458.0,94.95383,68.55317,0.0,4.589739,0.45643637,26.400658,98.0391,32.991856,2.7040677,0.60840523,1.3524946,62.343174,73.31063,18.686539,8.0028305,2283681.5,1648734.0,0.0,110385.24,10977.496,634947.5,2357883.8,793468.0,65034.023,14632.415,32528.092,1499380.0,1763153.0,449419.0,192471.0,2500417.8,3142308.5,641891.1,54.441254,44.903484,26.68937,63.406704,74.37984,95.33503,2912189.5,5205039.5,2292849.5,0.0,0.0,0.0,0.0,0.0,0.0,1548467.0,1595627.2,47160.496,33.71456,22.80146,1.9608994,55.69656,57.197956,60.065136,2558072.2,4002665.8,1444593.1,54.941174,57.162548,61.404667,2523378.2,4000187.5,1476809.4,9.892151,18.87992,36.043713,454333.94,1321201.0,866867.2,0.69672686,1.1206656,1.930254,31999.78,78423.25,46423.46,0.33323425,0.5412545,0.9385073,15305.026,37876.54,22571.518,2054189.8,2959852.5,905663.3,44.725594,42.296196,37.656826,74.3818,81.451996,94.95383,3416261.5,5699943.0,2283681.5,1176611.5,1297974.0,121362.695,25.618202,18.548004,5.046173,75.586754,81.65822,93.25278,3471603.8,5714374.5,2242770.5,65.86677,55.102398,34.545845,3025177.0,3856020.0,830842.8,953445.5,1074808.0,121362.695,64.86236,75.20419,94.95383,2979045.8,5262727.0,2283681.5,11.669922,16.732582,26.400658,535984.7,1170932.2,634947.5,20.75924,15.358971,5.046173,13.373992,29.538633,60.40798,614250.44,2067089.1,1452838.8,4056888.2,5826985.0,1770096.8,88.33008,83.26742,73.59934
Laos,2018,87.0,66.0,3.0,12.0,2.0,17.0,80.0,17.0,3.0,2.0,18.494593,59.57138,55.273014,34.74438,9.982605,6158636.0,4698236.0,241168.95,824192.1,122177.82,1219231.1,5670983.5,1230224.0,208208.97,119980.43,1314041.9,4232550.0,3927151.0,2468590.0,709264.0,81.65615,64.40811,5.2224026,15.808783,2.5350652,12.0256405,69.141785,8.464731,3.1357949,2.5002565,28.357958,57.54126,45.558746,43.39243,11.048821,3770856.5,2974347.0,241168.97,730044.75,117068.55,555340.44,3192946.8,390898.0,144810.05,115461.086,1309562.0,2657237.0,2103889.0,2003849.0,510231.0,96.00904,69.314995,0.0,3.7855196,0.20543684,26.694048,99.63815,33.74804,2.5491753,0.1817104,0.18013285,63.340942,73.31063,18.686539,8.0028305,2387779.5,1723888.9,0.0,94147.24,5109.2886,663890.6,2478036.8,839325.0,63398.906,4519.2036,4479.969,1575312.0,1823261.0,464740.0,199033.0,2514080.8,3177855.0,663774.25,54.441254,44.726986,26.68937,66.00599,76.88628,97.08898,3048136.5,5462774.5,2414638.0,0.0,0.0,0.0,0.0,0.0,0.0,1425023.0,1434022.1,8999.264,30.858215,20.183266,0.36184692,58.097805,59.029823,60.760414,2682939.0,4194072.5,1511133.5,57.18963,59.03054,62.448772,2640999.8,4194123.2,1553123.5,10.30731,19.667112,37.04655,475988.44,1397349.5,921361.1,0.7366692,1.1197956,1.8311908,34019.16,79561.54,45542.38,0.3516295,0.54084045,0.89217055,16238.144,38426.746,22188.604,1960731.8,2872455.8,911724.06,42.45874,40.42862,36.659058,76.43375,83.28588,96.00904,3529687.2,5917466.5,2387779.5,1088282.5,1187539.1,99256.59,23.566254,16.714119,3.9909592,77.89077,83.63084,94.28909,3596972.2,5941976.0,2345003.8,68.156746,56.444206,34.696175,3147457.8,4010364.0,862906.4,847113.44,946370.0,99256.59,70.74353,79.58747,96.00904,3266914.8,5654694.5,2387779.5,12.0256405,17.16017,26.694048,555340.44,1219231.1,663890.6,18.34385,13.319763,3.9909592,13.499406,30.236029,61.31287,623398.5,2148271.8,1524873.2,4062629.2,5885774.5,1823145.5,87.97436,82.83983,73.305954
Laos,2019,89.0,68.0,4.0,11.0,1.0,18.0,82.0,18.0,3.0,1.0,16.656918,61.05862,55.45091,34.586018,9.963076,6397293.0,4869011.0,259848.02,772176.56,42583.492,1268434.0,5912398.0,1290198.0,218619.55,98349.516,1201305.8,4403580.0,3999149.0,2494362.0,718542.0,84.07154,66.0916,5.5985837,15.010969,0.9174872,12.381359,71.99813,8.79576,3.403845,2.119005,25.882862,59.798527,45.558746,43.39243,11.048821,3902026.8,3067520.5,259848.02,696706.6,42583.49,574658.1,3341661.5,408239.0,157983.23,98349.734,1201305.6,2775439.0,2114525.0,2013980.0,512810.0,97.06426,70.07683,0.0,2.9357378,0.0,26.987436,100.0,34.307644,2.3587132,0.0,0.0,63.333645,73.31063,18.686539,8.0028305,2495266.2,1801490.5,0.0,75470.08,0.0,693775.8,2570736.2,881959.0,60636.297,0.0,0.0,1628141.0,1884623.0,480381.0,205731.0,2526791.2,3212904.2,686113.3,54.441254,44.54909,26.68937,68.594284,78.94809,97.64129,3183678.0,5693778.5,2510100.0,0.0,0.0,0.0,0.0,0.0,0.0,1299655.5,1299655.2,0.0,28.00187,18.0206,0.0,60.49905,60.399044,60.21848,2807952.5,4356011.0,1548058.2,59.42858,60.519115,62.488007,2758268.8,4364671.0,1606401.9,10.722469,20.463152,38.049393,497663.78,1475813.4,978149.56,0.77661157,1.1172054,1.7321278,36045.004,80573.445,44528.438,0.36994788,0.5395069,0.84563595,17170.453,38909.527,21739.07,1865877.8,2808473.0,942595.3,40.201473,38.94138,36.666355,78.47296,85.09983,97.06426,3642178.8,6137445.0,2495266.2,999138.06,1074608.1,75470.07,21.527039,14.900169,2.9357376,80.19478,85.58809,95.3254,3722093.8,6172658.5,2450564.8,70.446724,57.757027,34.8465,3269655.8,4165467.5,895811.6,739290.25,814760.3,75470.07,76.855675,84.05903,97.06426,3567115.5,6062382.0,2495266.2,12.381359,17.587696,26.987436,574658.1,1268434.0,693775.8,15.928459,11.297203,2.9357376,13.62482,30.945774,62.217762,632371.06,2231825.8,1599454.5,4066658.5,5943619.5,1876960.6,87.61864,82.41231,73.012566
Laos,2020,89.0,68.0,4.0,11.0,1.0,18.0,82.0,18.0,3.0,1.0,16.489971,61.081417,55.6299,34.426662,9.943436,6498645.0,4943363.5,261072.53,777969.5,42784.16,1294209.1,6013618.5,1321445.0,221380.11,98813.53,1206966.8,4470792.0,4071774.0,2519824.0,727799.0,84.07154,66.0916,5.5985837,15.010969,0.9174872,12.381359,71.99813,8.79576,3.403845,2.119005,25.882862,59.798527,45.558746,43.39243,11.048821,3920414.8,3081976.0,261072.55,699989.9,42784.164,577366.2,3357409.0,410162.0,158727.73,98813.2,1206966.8,2788518.0,2124490.0,2023471.0,515227.0,97.06426,70.07683,0.0,2.9357378,0.0,26.987436,100.0,34.307644,2.3587132,0.0,0.0,63.333645,73.31063,18.686539,8.0028305,2578230.5,1861387.5,0.0,77979.36,0.0,716842.94,2656209.8,911282.0,62652.367,0.0,0.0,1682274.0,1947284.0,496353.0,212571.0,2538698.5,3247624.5,708925.6,54.441254,44.3701,26.68937,68.594284,79.13544,97.64129,3198681.0,5792238.0,2593557.5,0.0,0.0,0.0,0.0,0.0,0.0,1305780.0,1305780.5,0.0,28.00187,17.839996,0.0,60.49905,60.39723,60.21848,2821185.0,4420714.0,1599529.0,59.42858,60.538845,62.488007,2771267.0,4431079.5,1659812.5,10.722469,20.639408,38.049393,500009.03,1510680.6,1010671.7,0.77661157,1.1233684,1.7321278,36214.863,82223.81,46008.945,0.36994788,0.54257506,0.84563595,17251.37,39713.234,22461.865,1874670.6,2848606.2,973935.25,40.201473,38.918583,36.666355,78.47296,85.21974,97.06426,3659342.5,6237573.0,2578230.5,1003846.5,1081826.0,77979.34,21.527039,14.780258,2.9357376,80.19478,85.68568,95.3254,3739634.0,6271676.5,2532042.5,70.446724,57.5274,34.8465,3285063.8,4210660.0,925596.1,742774.1,820753.6,77979.34,76.855675,84.18937,97.06426,3583925.5,6162155.5,2578230.5,12.381359,17.681904,26.987436,577366.2,1294209.1,716842.94,15.928459,11.213402,2.9357376,13.62482,31.259195,62.217762,635351.1,2287985.0,1652634.2,4085822.5,6025190.0,1939366.9,87.61864,82.3181,73.012566
Laos,2021,89.0,68.0,4.0,11.0,1.0,18.0,82.0,18.0,3.0,1.0,16.321991,61.104362,55.810017,34.26632,9.923664,6598717.0,5016644.0,262143.33,783380.75,42959.64,1319930.1,6113921.5,1352815.0,224072.17,99218.6,1211917.1,4537034.0,4143925.0,2544293.0,736837.0,84.07154,66.0916,5.5985837,15.010969,0.9174872,12.381359,71.99813,8.79576,3.403845,2.119005,25.882862,59.798527,45.558746,43.39243,11.048821,3936494.2,3094616.8,262143.33,702860.9,42959.64,579734.25,3371179.2,411845.0,159378.75,99218.484,1211917.1,2799955.0,2133204.0,2031770.0,517340.0,97.06426,70.07683,0.0,2.9357378,0.0,26.987436,100.0,34.307644,2.3587132,0.0,0.0,63.333645,73.31063,18.686539,8.0028305,2662222.2,1922026.6,0.0,80519.72,0.0,740195.75,2742742.0,940970.0,64693.414,0.0,0.0,1737078.0,2010721.0,512523.0,219496.0,2549111.0,3281131.5,732020.5,54.441254,44.189983,26.68937,68.594284,79.32396,97.64129,3211800.2,5889849.5,2678048.5,0.0,0.0,0.0,0.0,0.0,0.0,1311135.6,1311135.6,0.0,28.00187,17.658257,0.0,60.49905,60.39541,60.21848,2832756.0,4484393.5,1651637.4,59.42858,60.5587,62.488007,2782633.2,4496518.0,1713884.8,10.722469,20.816761,38.049393,502059.78,1545656.4,1043596.7,0.77661157,1.1295696,1.7321278,36363.4,83871.195,47507.793,0.36994788,0.5456623,0.84563595,17322.125,40515.734,23193.611,1882359.6,2888023.2,1005663.5,40.201473,38.895638,36.666355,78.47296,85.3404,97.06426,3674351.2,6336573.5,2662222.2,1007963.75,1088483.6,80519.7,21.527039,14.659599,2.9357376,80.19478,85.78388,95.3254,3754972.0,6369502.0,2614529.8,70.446724,57.296356,34.8465,3298537.5,4254287.0,955749.56,745820.6,826340.06,80519.7,76.855675,84.320526,97.06426,3598624.8,6260847.5,2662222.2,12.381359,17.7767,26.987436,579734.25,1319930.1,740195.75,15.928459,11.129074,2.9357376,13.62482,31.574566,62.217762,637957.0,2344429.5,1706472.6,4102580.5,6105126.5,2002546.2,87.61864,82.2233,73.012566
Lesotho,2008,80.0,52.0,11.0,18.0,2.0,16.0,36.0,2.0,10.0,29.0,34.713802,24.468119,5.1569123,43.300297,51.542793,1595167.8,1042616.8,226273.89,352987.5,46858.875,326276.97,722087.56,33883.0,200061.78,580381.25,692545.2,488142.0,102881.0,863847.0,1028286.0,75.72217,59.158676,12.395731,21.285986,2.9918478,4.167757,28.250483,0.38408732,3.91777,28.414171,43.335346,23.948626,3.5503902,43.80591,52.643703,1151189.4,899377.8,188449.88,323606.7,45484.477,63361.6,429486.6,5839.0,59561.094,431975.12,658818.8,364086.0,53975.0,665972.0,800332.0,93.52159,30.1725,7.967416,6.1889005,0.28950924,55.381676,61.63478,5.9073567,29.595694,31.260944,7.1042733,26.131733,10.301618,41.68113,48.017254,443978.34,143238.97,37823.992,29380.785,1374.3973,262915.38,292600.97,28044.0,140500.69,148406.17,33726.367,124056.0,48905.0,197874.0,227954.0,1466304.6,1892132.9,425828.28,96.44961,94.84309,89.69838,24.332712,26.166523,32.03909,369925.5,522025.8,152100.3,0.0,0.0,0.0,0.0,0.0,0.0,1090794.0,1272926.5,182132.55,71.74952,63.80539,38.36522,27.785841,34.1434,54.502758,422422.72,681165.56,258742.84,23.855629,24.12835,25.001707,362672.5,481363.94,118691.484,0.24869972,0.852068,2.7842867,3780.9336,16998.877,13217.942,0.21594095,1.1991434,4.3477383,3282.9082,23923.078,20640.17,0.09299716,0.33976808,1.1300241,1413.8177,6778.421,5364.603,1156194.2,1506871.6,350677.44,76.05138,75.53188,73.86827,63.326435,68.615746,85.55418,962739.5,1368893.8,406154.34,557541.06,626120.25,68579.164,36.673565,31.384254,14.445824,44.3699,47.552933,57.746235,674546.94,948687.6,274140.75,18.119368,15.552129,7.330837,275465.22,310267.16,34801.94,369091.16,399846.34,30755.178,4.167757,16.35462,55.381676,63361.6,326276.97,262915.38,45.66311,54.694595,83.616905,694207.4,1091164.8,396957.47,24.277832,20.042282,6.478409,57.6028,64.40559,86.19075,875724.1,1284900.5,409176.38,1456919.0,1668737.1,211818.14,95.832245,83.64538,44.618324
Lesotho,2009,80.0,52.0,11.0,17.0,3.0,17.0,39.0,2.0,11.0,28.0,33.20184,26.528214,5.190466,43.289734,51.519802,1613527.1,1037539.1,227215.9,343414.88,52226.82,348772.2,786770.9,35756.0,218017.78,555317.06,667081.06,532996.0,104285.0,869763.0,1035119.0,76.01932,58.93096,12.519806,20.649834,3.3308513,4.5685477,31.093102,0.40151098,4.401809,27.256016,41.650883,26.289782,3.5503902,43.80591,52.643703,1156315.8,896388.0,190436.47,314100.8,50664.965,69491.336,472951.44,6107.0,66955.11,414586.22,633543.9,399889.0,54004.0,666323.0,800753.0,93.67411,28.919245,7.5354223,6.005896,0.3199959,57.21944,64.295746,6.0745516,30.949924,28.83312,6.8711324,27.27127,10.301618,41.68113,48.017254,457211.53,141151.19,36779.45,29314.023,1561.8597,279280.88,313819.44,29649.0,151062.67,140730.83,33537.133,133107.0,50280.0,203440.0,234366.0,1467077.1,1904883.6,437806.5,96.44961,94.80953,89.69838,26.691292,28.307877,33.34582,405996.3,568753.06,162756.75,0.0,0.0,0.0,0.0,0.0,0.0,1048130.1,1222398.1,174267.97,68.9069,60.84098,35.704254,30.619202,37.07437,57.191345,465743.03,744886.75,279143.75,26.195097,26.186935,26.161503,398448.78,526139.75,127691.01,0.25330034,0.8779944,2.8247986,3852.9048,17640.39,13787.486,0.22059882,1.2066526,4.279603,3355.4878,24243.69,20888.203,0.09468447,0.341279,1.1097692,1440.228,6856.8716,5416.6436,1121192.6,1476172.2,354979.75,73.71022,73.47179,72.72873,63.499508,68.999245,86.13869,965879.3,1386311.4,420432.1,555202.25,622857.5,67655.33,36.500492,31.000755,13.861313,45.213608,48.549534,58.945663,687735.8,975442.1,287706.34,17.931246,15.314992,7.161671,272748.88,307704.06,34955.215,364765.75,395641.72,30875.87,4.5685477,17.359028,57.21944,69491.336,348772.2,279280.88,45.8423,55.05201,83.75327,697298.8,1106087.9,408789.2,23.980682,19.69181,6.3258896,58.08807,64.9932,86.512436,883566.94,1305823.2,422256.28,1451590.1,1660396.9,208806.53,95.43145,82.640976,42.78056
Lesotho,2010,81.0,51.0,11.0,16.0,3.0,18.0,42.0,2.0,12.0,26.0,31.70164,28.562729,5.22456,43.279007,51.496433,1631520.1,1031659.06,227964.45,333645.0,57581.88,371896.56,852067.4,37675.0,236640.39,529435.7,641243.94,577751.0,105679.0,875424.0,1041642.0,76.31647,58.69965,12.64447,20.013681,3.6698549,4.972344,33.93572,0.4188087,4.902273,26.097858,39.966423,28.614637,3.5503902,43.80591,52.643703,1160885.1,892907.5,192340.88,304437.34,55823.863,75636.625,516211.94,6370.0,74570.74,396986.6,607947.75,435270.0,54006.0,666351.0,800787.0,93.82662,27.661749,7.1019797,5.8228917,0.35048258,59.062897,66.95672,6.240917,32.31049,26.405294,6.6379914,28.405308,10.301618,41.68113,48.017254,470635.1,138751.56,35623.586,29207.672,1758.0234,296259.97,335855.44,31304.0,162069.67,132449.17,33296.22,142481.0,51672.0,209072.0,240854.0,1467139.6,1917067.2,449927.78,96.44961,94.77544,89.69838,29.033447,30.425304,34.646225,441641.2,615426.94,173785.73,0.0,0.0,0.0,0.0,0.0,0.0,1004934.4,1170679.6,165745.36,66.064285,57.875732,33.04328,33.452564,40.006023,59.879936,508862.44,809220.6,300358.22,28.51828,28.220068,27.315714,433804.75,570820.56,137015.84,0.25790095,0.90448636,2.8653104,3923.0508,18295.469,14372.42,0.22525668,1.2137573,4.2114673,3426.4836,24551.238,21124.752,0.096358314,0.34266123,1.0895953,1465.7509,6931.17,5465.419,1085875.8,1444995.2,359119.56,71.38536,71.43727,71.594696,63.671993,69.388596,86.72465,968544.1,1403555.8,435011.5,552602.1,619191.25,66589.27,36.328007,30.611404,13.2753525,46.062546,49.55563,60.14869,700678.7,1002385.0,301706.3,17.743124,15.077186,6.992506,269898.88,304973.3,35074.47,360261.2,391226.8,30965.713,4.972344,18.38572,59.062897,75636.625,371896.56,296259.97,46.021492,55.412033,83.88963,700054.2,1120845.1,420791.06,23.683533,19.341362,6.173378,58.57334,65.58145,86.83412,890986.2,1326546.9,435560.66,1445509.6,1650850.4,205340.83,95.02766,81.61428,40.937103
Lesotho,2011,81.0,50.0,11.0,16.0,3.0,19.0,45.0,2.0,13.0,25.0,30.213863,30.571552,5.259126,43.268127,51.472748,1650698.2,1025953.2,228732.25,324001.47,62977.254,396012.78,918788.1,39675.0,256162.83,503227.97,615660.94,622949.0,107164.0,881664.0,1048848.0,76.61362,58.464745,12.769725,19.377527,4.008858,5.3791456,36.77834,0.43598047,5.4191613,24.939701,38.28196,30.923197,3.5503902,43.80591,52.643703,1166014.0,889798.8,194347.66,294914.5,61012.453,81867.414,559744.6,6635.0,82476.43,379567.5,582628.8,470632.0,54034.0,666700.0,801206.0,93.97914,26.400011,6.6670885,5.6398873,0.3809693,60.912045,69.61768,6.4064536,33.677383,23.977468,6.4048505,29.533844,10.301618,41.68113,48.017254,484684.34,136154.39,34384.582,29086.934,1964.796,314145.38,359043.5,33040.0,173686.42,123660.46,33032.125,152316.0,53129.0,214964.0,247642.0,1467906.0,1930513.0,462606.9,96.44961,94.740875,89.69838,31.359179,32.518658,35.940296,477268.16,662625.2,185357.08,0.0,0.0,0.0,0.0,0.0,0.0,962196.4,1118888.9,156692.58,63.22166,54.910023,30.382317,36.285923,42.93805,62.568527,552250.3,874938.8,322688.47,30.825178,30.22765,28.46434,469140.97,615941.9,146800.88,0.26250154,0.9315261,2.9058225,3995.1182,18981.494,14986.375,0.22991453,1.2204006,4.143332,3499.1633,24867.82,21368.658,0.09801871,0.3439013,1.0695026,1491.7869,7007.598,5515.811,1051308.1,1414727.5,363419.38,69.076805,69.42845,70.466156,63.84389,69.78368,87.31206,971666.4,1421966.0,450299.78,550274.6,615710.94,65436.297,36.15611,30.216316,12.6879425,46.91672,50.57113,61.355316,714044.75,1030476.3,316431.5,17.555,14.838818,6.8233404,267176.72,302367.2,35190.426,355926.94,386978.75,31051.742,5.3791456,19.434523,60.912045,81867.414,396012.78,314145.38,46.200684,55.774273,84.026,703147.1,1136499.5,433352.4,23.386383,18.991173,6.020859,59.058613,66.17001,87.1558,898837.2,1348331.1,449493.9,1440073.6,1641664.1,201590.69,94.62086,80.565475,39.087955
